artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),type
['Alice Coltrane'],[6143],0.34,0.297,0.454,104.455,-19.953,0,0,0.926,0.259,0.119,0.05,0,257120,22,1969,1/1/1969,Turiya,Jazz
['Alice Coltrane'],[6143],0.447,0.4,0.394,86.271,-11.111,1,3,0.606,1.25e-05,0.103,0.0277,0,343160,44,2005,5/10/2005,Govinda Jai Jai,Jazz
['Alice Coltrane'],[6143],0.236,0.396,0.222,79.214,-15.095,0,11,0.347,0.000251,0.2,0.0369,0,406067,17,1968,1968,I Want To See You,Jazz
['Alice Coltrane'],[6143],0.23,0.454,0.375,69.687,-15.639,1,9,0.705,0.00028,0.132,0.074,0,261760,15,1968,1968,Oceanic Beloved,Jazz
['Alice Coltrane'],[6143],0.192,0.414,0.262,88.123,-15.324,0,1,0.339,0.000505,0.114,0.0327,0,473000,15,1968,1968,Ohnedaruth,Jazz
['Alice Coltrane'],[6143],0.219,0.418,0.371,103.841,-16.667,1,9,0.643,0.935,0.214,0.0405,0,383133,23,1971,1/1/1971,My Favorite Things,Jazz
['Alice Coltrane'],[6143],0.253,0.43,0.432,85.842,-16.715,0,6,0.469,0.000189,0.165,0.0521,0,414933,38,1968,1968,Lovely Sky Boat,Jazz
['Alice Coltrane'],[6143],0.418,0.295,0.132,109.621,-14.667,1,6,0.913,0.896,0.248,0.0303,0,498147,47,1996,1/1/1996,Turiya & Ramakrishna,Jazz
['Alice Coltrane'],[6143],0.21,0.347,0.211,106.8,-17.616,1,5,0.638,0.896,0.276,0.0363,0,594493,36,1971,1/1/1971,Galaxy In Turiya,Jazz
['Alice Coltrane'],[6143],0.352,0.0433,0.0645,66.549,-24.963,1,10,0.882,0.938,0.0985,0.0309,0,568947,38,1976,1976,Om Supreme,Jazz
['Andrew Hill'],[34617],0.472,0.478,0.478,140.766,-9.504,1,6,0.698,1.46e-05,0.13,0.044,0,425067,19,1964,1964,New Monastery - Rudy Van Gelder ************ Remaster,Jazz
['Andrew Hill'],[34617],0.397,0.188,0.274,102.783,-14.556,1,1,0.988,0.848,0.123,0.0323,0,405213,18,1964,1964,Dedication - Rudy Van Gelder ************ Remaster,Jazz
['Andrew Hill'],[34617],0.45,0.445,0.812,152.148,-12.153,0,5,0.644,2.55e-06,0.124,0.0595,0,258320,16,1964,1964,Flight **,Jazz
['Andrew Hill'],[34617],0.425,0.399,0.142,79.442,-12.447,0,11,0.775,0.00108,0.155,0.0675,0,587520,15,1964,1964,******** - Rudy Van Gelder ************ Remaster,Jazz
['Andrew Hill'],[34617],0.437,0.655,0.633,147.881,-10.456,0,5,0.541,0.000231,0.0935,0.0747,0,736600,25,1964,1964,Refuge - Rudy Van Gelder ************ Remaster,Jazz
['Annette Peacock'],[489207],0.682,0.43,0.628,134.496,-10.946,1,0,0.213,0.182,0.0901,0.0572,0,377627,34,1972,3/31/1972,Pony,Jazz
['Annette Peacock'],[489207],0.678,0.428,0.811,83.083,-14.567,1,0,0.189,0.0615,0.156,0.0693,0,886293,33,1979,1/1/1979,Survival,Jazz
['Archie Shepp'],[503279],0.316,0.0779,0.145,175.219,-21.44,1,8,0.974,0.623,0.706,0.0492,0,557867,38,1985,1985,Contracts,Jazz
['Archie Shepp'],[503279],0.363,0.188,0.256,73.681,-13.052,0,3,0.855,0.0042,0.0775,0.046,0,429467,14,1964,1964,Naima,Jazz
['Archie Shepp'],[503279],0.232,0.441,0.237,147.655,-14.604,1,10,0.135,0.0441,0.668,0.0452,0,307267,28,1972,1/1/1972,Steam (Part **,Jazz
['Archie Shepp'],[503279],0.297,0.733,0.247,108.097,-12.096,0,5,0.0265,0.000268,0.374,0.211,0,1013707,26,1971,1/1/1971,Things Have Got To Change (Part * & **,Jazz
['Archie Shepp'],[503279],0.542,0.329,0.446,122.304,-13.248,0,0,0.475,6.52e-05,0.322,0.0448,0,461627,9,1964,1964,Mr. Syms,Jazz
['Archie Shepp'],[503279],0.205,0.235,0.251,81.156,-16.46,1,3,0.596,0.264,0.13,0.0384,0,216707,24,1972,1/1/1972,Ballad For A Child,Jazz
['Archie Shepp'],[503279],0.532,0.491,0.679,123.972,-14.236,1,11,0.293,0.593,0.201,0.0438,0,240507,25,1972,1/1/1972,***** For Brother George *******,Jazz
['Archie Shepp'],[503279],0.349,0.45,0.377,129.056,-14.35,0,7,0.833,0.59,0.0981,0.053,0,372627,36,1972,1/1/1972,Quiet Dawn,Jazz
['Archie Shepp'],[503279],0.382,0.788,0.784,89.887,-11.059,1,10,0.083,0.0,0.131,0.11,0,287867,35,1972,1/1/1972,Attica *****,Jazz
['Art Blakey'],[928942],0.679,0.693,0.891,123.763,-8.729,0,0,0.719,2.67e-05,0.268,0.0495,0,175600,2,1954,1/1/1954,Futurity,Jazz
['Art Blakey'],[928942],0.677,0.404,0.696,93.93,-11.045,0,0,0.596,0.00675,0.147,0.0632,0,192600,3,1954,1/1/1954,In The ********,Jazz
['Art Blakey'],[928942],0.664,0.549,0.654,128.947,-10.25,0,9,0.479,0.038,0.257,0.0462,0,180133,2,1954,1/1/1954,Salute to Birdland,Jazz
['Art Blakey'],[928942],0.665,0.359,0.4,111.639,-8.887,1,1,0.801,0.106,0.145,0.0326,0,368747,41,1999,1/1/1999,Along Came Betty,Jazz
['Art Blakey'],[928942],0.389,0.596,0.85,153.506,-11.605,0,2,0.784,0.236,0.13,0.0418,0,196507,2,1954,1/1/1954,Mayreh,Jazz
['Art Blakey'],[928942],0.361,0.166,0.288,62.172,-17.074,0,0,0.915,0.859,0.781,0.0611,0,335933,14,1959,1/1/1959,I Remember Clifford,Jazz
['Art Blakey'],[928942],0.376,0.66,0.575,186.144,-9.617,0,5,0.719,0.0354,0.21,0.0551,0,441533,36,1988,1/1/1988,"No Problem - Pt. * / BOF ""Les liaisons dangereuses""",Jazz
['Art Blakey'],[928942],0.418,0.289,0.38,73.926,-12.321,0,3,0.536,0.575,0.172,0.0361,0,312773,14,1964,1/1/1964,Lament For Stacy,Jazz
['Art Blakey'],[928942],0.599,0.404,0.62,118.556,-13.587,0,10,0.246,0.00184,0.136,0.0605,0,187573,12,1954,1/1/1954,Minority,Jazz
['Art Blakey'],[928942],0.612,0.493,0.484,126.358,-8.589,0,5,0.804,0.266,0.202,0.0467,0,570720,52,1999,1/1/1999,Moanin',Jazz
['Art Blakey'],[928942],0.527,0.14,0.571,73.028,-15.065,0,5,0.837,0.565,0.147,0.0476,0,188600,2,1954,1/1/1954,Try A Little Tenderness,Jazz
['Art Blakey'],[928942],0.556,0.125,0.46,75.561,-13.895,1,5,0.895,0.782,0.102,0.0446,0,178133,2,1954,1/1/1954,Little **** ****,Jazz
['Art Blakey'],[928942],0.505,0.16,0.352,75.57,-13.19,1,3,0.948,0.217,0.0871,0.0321,0,160800,2,1954,1/1/1954,*****,Jazz
['Art Blakey'],[928942],0.741,0.566,0.872,103.92,-11.142,0,7,0.563,0.00272,0.332,0.0492,0,173333,2,1954,1/1/1954,Eleanor,Jazz
['Art Farmer'],[502199],0.488,0.0871,0.181,106.581,-14.736,1,7,0.975,0.634,0.0925,0.0406,0,310667,12,1956,1/1/1956,When Your Lover Has Gone - ************,Jazz
['Art Farmer'],[502199],0.514,0.268,0.627,149.882,-15.05,1,7,0.829,0.138,0.0724,0.0461,0,233467,15,1958,1958,Cold Breeze - Remastered,Jazz
['Art Farmer'],[502199],0.432,0.416,0.867,197.636,-9.531,1,10,0.881,0.119,0.173,0.0473,0,310773,10,1956,1956,With Prestige,Jazz
['Art Farmer'],[502199],0.546,0.181,0.385,136.309,-13.58,0,2,0.952,0.87,0.0686,0.044,0,241467,11,1961,1/1/1961,Alone Together,Jazz
['Art Farmer'],[502199],0.635,0.11,0.559,92.922,-16.188,0,5,0.938,0.475,0.0913,0.0454,0,285133,12,1960,9/20/1960,So Beats My Heart For You,Jazz
['Art Farmer'],[502199],0.551,0.374,0.573,138.691,-9.255,0,2,0.862,0.00228,0.177,0.0376,0,379160,7,1956,1956,Ad-Dis-Un - Rudy Van Gelder Remaster,Jazz
['Art Farmer'],[502199],0.511,0.0591,0.465,133.077,-20.251,1,0,0.974,0.596,0.102,0.0428,0,343533,12,1960,9/20/1960,Younger Than Springtime,Jazz
['Art Farmer'],[502199],0.447,0.536,0.855,156.22,-7.636,1,5,0.798,0.0334,0.267,0.0436,0,347987,7,1956,1956,Farmer's Market,Jazz
['Art Farmer'],[502199],0.458,0.353,0.5,149.939,-11.716,0,10,0.805,0.0001,0.205,0.0307,0,292853,11,1959,1/1/1959,Five **** After Dark - Remastered ****,Jazz
['Art Farmer'],[502199],0.411,0.0235,0.455,61.7,-21.177,0,4,0.993,0.905,0.208,0.0467,0,333493,11,1960,9/20/1960,I'm A Fool To Want,Jazz
['Art Farmer'],[502199],0.561,0.593,0.915,176.455,-12.329,0,5,0.848,0.853,0.0815,0.0581,0,531453,27,1977,1977,Crawl *****,Jazz
['Art Farmer'],[502199],0.542,0.166,0.405,138.673,-11.368,1,8,0.991,0.909,0.156,0.0445,0,294493,7,1956,1956,Reminiscing,Jazz
['Art Farmer'],[502199],0.542,0.418,0.314,143.261,-10.582,0,5,0.866,0.013,0.0871,0.0357,0,348427,9,1959,1/1/1959,Moanin' - Remastered ****,Jazz
['Art Farmer'],[502199],0.586,0.178,0.552,144.758,-14.719,1,8,0.961,0.176,0.103,0.0489,0,420213,4,1956,1956,By Myself,Jazz
['Art Farmer'],[502199],0.496,0.413,0.48,136.69,-13.741,0,2,0.948,0.945,0.0704,0.053,0,458013,26,1977,1977,Siddhartha,Jazz
['Art Farmer'],[502199],0.559,0.273,0.55,78.154,-16.45,1,5,0.258,0.0669,0.0727,0.0294,0,268705,34,1991,5/1/1991,Soulsides,Jazz
['Art Farmer'],[502199],0.615,0.204,0.496,96.47,-16.075,1,7,0.872,0.382,0.071,0.0439,0,344067,46,1958,1958,Fair Weather - Remastered,Jazz
['Art Farmer'],[502199],0.652,0.371,0.548,79.205,-13.321,0,4,0.937,0.876,0.106,0.0439,0,516107,44,1977,1977,Chanson,Jazz
['Art Farmer'],[502199],0.656,0.131,0.548,83.596,-18.427,1,5,0.893,0.337,0.096,0.0649,0,421267,24,1958,1958,I Love You - Remastered,Jazz
['Art Farmer'],[502199],0.54,0.302,0.642,125.453,-14.53,1,7,0.967,0.833,0.0906,0.0445,0,258333,29,1960,9/20/1960,The Best Thing For You Is Me,Jazz
['Art Farmer'],[502199],0.535,0.497,0.582,119.682,-14.207,0,7,0.945,0.928,0.152,0.0503,0,584120,43,1977,1977,****** Belle,Jazz
['Art Farmer'],[502199],0.573,0.0461,0.527,67.035,-19.303,1,7,0.98,0.861,0.0981,0.0732,0,239200,23,1958,1958,Darn That Dream - Remastered,Jazz
['Art Farmer'],[502199],0.482,0.0377,0.316,91.445,-25.22,0,10,0.973,0.604,0.116,0.0425,0,357067,19,1958,1958,Like ******* In Love - Remastered,Jazz
['Art Farmer'],[502199],0.586,0.113,0.584,144.686,-17.601,1,0,0.926,0.889,0.107,0.0633,0,294973,19,1958,1958,The Touch Of Your Lips - Remastered,Jazz
['Art Farmer'],[502199],0.461,0.265,0.269,128.659,-13.652,0,7,0.877,0.0274,0.0685,0.0307,0,310480,23,1959,1/1/1959,Autumn Leaves - Remastered ****,Jazz
['Art Farmer'],[502199],0.455,0.206,0.499,170.501,-16.499,0,2,0.837,0.375,0.0667,0.0562,0,281293,20,1958,1958,Mox Nix - Remastered,Jazz
['Art Farmer'],[502199],0.596,0.0724,0.614,82.524,-19.799,0,7,0.919,0.0647,0.115,0.055,0,256560,18,1958,1958,Jubilation - Remastered,Jazz
['Art Farmer'],[502199],0.267,0.159,0.0772,61.937,-12.847,1,0,0.926,0.752,0.371,0.0315,0,240973,15,1959,1/1/1959,April In Paris - Remastered ****,Jazz
['Art Pepper'],[505047],0.702,0.325,0.77,107.212,-12.848,0,7,0.968,0.872,0.161,0.0626,0,194973,13,1956,6/15/1956,Nutmeg,Jazz
['Art Pepper'],[505047],0.617,0.289,0.831,113.395,-10.3,0,5,0.942,0.048,0.345,0.051,0,179507,12,1956,6/15/1956,Chili Pepper,Jazz
['Art Pepper'],[505047],0.587,0.266,0.811,123.997,-12.731,0,10,0.954,0.163,0.0887,0.0452,0,174933,12,1956,6/15/1956,Tickle Toe,Jazz
['Art Pepper'],[505047],0.636,0.591,0.645,130.166,-10.699,0,10,0.621,0.00389,0.175,0.0824,0,180573,17,1959,1/1/1959,Airegin,Jazz
['Art Pepper'],[505047],0.593,0.649,0.602,153.135,-8.702,0,2,0.707,0.822,0.151,0.12,0,177800,17,1959,1/1/1959,Shaw 'Nuff,Jazz
['Art Pepper'],[505047],0.711,0.255,0.411,114.082,-11.397,1,5,0.486,0.0436,0.0871,0.0465,0,316227,17,1959,1/1/1959,Walkin' - Original Take,Jazz
['Art Pepper'],[505047],0.589,0.305,0.774,198.747,-11.783,1,10,0.861,0.0811,0.0554,0.0684,0,191640,12,1956,6/15/1956,Holiday Flight,Jazz
['Art Pepper'],[505047],0.621,0.467,0.858,126.305,-11.459,0,7,0.9,0.54,0.241,0.0427,0,187733,11,1956,6/15/1956,Art's Oregano,Jazz
['Art Pepper'],[505047],0.704,0.192,0.636,78.676,-23.898,0,10,0.106,1.55e-05,0.118,0.0573,0,257800,13,1957,1/1/1957,Birks Works,Jazz
['Art Pepper'],[505047],0.696,0.118,0.28,65.943,-12.588,0,0,0.909,0.727,0.142,0.0674,0,266227,35,1988,1/1/1988,Bewitched,Jazz
['Art Pepper'],[505047],0.512,0.488,0.859,166.787,-10.553,0,5,0.956,0.0084,0.0881,0.0546,0,194400,11,1956,6/15/1956,Susie The Poodle,Jazz
['Art Pepper'],[505047],0.552,0.286,0.525,81.767,-15.371,0,2,0.818,0.516,0.0992,0.0383,0,576400,11,1959,1/1/1959,Watkins Production,Jazz
['Art Pepper'],[505047],0.641,0.222,0.551,122.047,-15.041,1,5,0.585,0.000229,0.369,0.0421,0,296600,15,1959,1/1/1959,Walkin' - Alternate Take *,Jazz
['Art Pepper'],[505047],0.663,0.445,0.725,122.334,-13.086,1,0,0.716,1.22e-05,0.113,0.092,0,205200,15,1959,1/1/1959,Donna Lee - Bonus Track,Jazz
['Art Pepper'],[505047],0.692,0.0336,0.427,108.784,-25.133,0,10,0.621,0.00265,0.0922,0.0601,0,351533,12,1957,1/1/1957,Imagination,Jazz
['Art Pepper'],[505047],0.53,0.193,0.661,163.456,-22.179,1,5,0.169,2.42e-05,0.343,0.0539,0,216760,11,1957,1/1/1957,Red Pepper *****,Jazz
['Art Pepper'],[505047],0.563,0.22,0.445,135.12,-10.205,1,3,0.989,0.128,0.171,0.0477,0,161027,10,1959,1/1/1959,These Foolish Things,Jazz
['Art Pepper'],[505047],0.492,0.515,0.842,81.904,-11.116,1,10,0.898,0.0278,0.299,0.0963,0,172093,10,1956,6/15/1956,Straight Life,Jazz
['Art Pepper'],[505047],0.469,0.208,0.773,186.49,-22.027,0,0,0.265,0.00011,0.128,0.0653,0,286733,9,1957,1/1/1957,Jazz Me *****,Jazz
['Art Pepper'],[505047],0.513,0.131,0.718,167.203,-24.315,1,5,0.171,0.0309,0.137,0.107,0,175800,10,1957,1/1/1957,Waltz Me *****,Jazz
['Art Pepper'],[505047],0.738,0.177,0.366,119.948,-15.907,1,5,0.67,0.000136,0.282,0.0493,0,301267,15,1959,1/1/1959,Walkin' - Alternate Take *,Jazz
['Art Pepper'],[505047],0.51,0.398,0.707,181.695,-12.411,1,8,0.83,0.14,0.149,0.0718,0,375173,33,1988,1/1/1988,Begin The Beguine - Alternate Take,Jazz
['Art Pepper'],[505047],0.663,0.435,0.872,147.852,-11.545,0,7,0.897,0.914,0.0912,0.0491,0,228427,9,1956,6/15/1956,The Way You Look *******,Jazz
['Art Pepper'],[505047],0.598,0.2,0.712,90.024,-23.134,1,1,0.271,1.75e-06,0.15,0.047,0,311867,9,1957,1/1/1957,Star Eyes,Jazz
['Art Pepper'],[505047],0.617,0.238,0.401,71.533,-8.659,0,5,0.992,0.743,0.119,0.0436,0,186600,17,1959,1/1/1959,Everything Happpens To Me,Jazz
['Art Pepper'],[505047],0.265,0.264,0.186,82.629,-11.639,0,0,0.76,0.0655,0.189,0.0316,0,332320,36,1991,1/1/1991,Our Song - Remastered,Jazz
['Art Pepper'],[505047],0.497,0.181,0.71,83.677,-23.89,0,5,0.211,0.0272,0.219,0.06,0,461800,6,1957,1/1/1957,Tin Tin Deo,Jazz
['Art Pepper'],[505047],0.569,0.354,0.629,122.881,-10.012,1,5,0.937,0.825,0.0957,0.0439,0,237693,11,1959,1/1/1959,**** Purple,Jazz
['Art Pepper'],[505047],0.508,0.223,0.645,186.944,-13.526,0,0,0.76,0.000126,0.0606,0.0568,0,258933,31,1988,1/1/1988,Minority,Jazz
['Art Pepper'],[505047],0.688,0.273,0.696,80.886,-12.399,0,5,0.831,0.0,0.165,0.0584,0,203973,6,1956,10/23/1956,You and the ***** and the Music,Jazz
['Art Pepper'],[505047],0.747,0.462,0.715,92.783,-10.336,1,8,0.46,0.0,0.329,0.075,0,309667,11,1957,1/1/1957,Holiday Flight,Jazz
['Art Pepper'],[505047],0.609,0.237,0.368,130.933,-11.215,0,5,0.984,0.864,0.152,0.0411,0,391107,10,1957,1/1/1957,Summertime,Jazz
['Art Pepper'],[505047],0.674,0.447,0.541,136.23,-10.224,1,8,0.684,0.00983,0.168,0.066,0,368093,9,1957,1/1/1957,Too Close For Comfort,Jazz
['Art Pepper'],[505047],0.729,0.455,0.807,112.253,-9.807,1,5,0.926,0.912,0.0979,0.0827,0,263453,9,1957,1/1/1957,Fascinatin' Rhythm,Jazz
['Art Pepper'],[505047],0.492,0.583,0.798,73.64,-9.927,1,8,0.673,2.38e-06,0.201,0.19,0,178533,47,1959,1/1/1959,Four Brothers,Jazz
['Art Pepper'],[505047],0.664,0.422,0.533,89.263,-11.738,1,5,0.388,0.000107,0.0626,0.0552,0,327773,35,1957,1957,You'd Be So Nice to Come Home To,Jazz
['Art Pepper'],[505047],0.575,0.0935,0.301,65.23,-15.906,1,3,0.978,0.452,0.109,0.0858,0,258040,52,1988,1/1/1988,You Go To My Head,Jazz
['Art Pepper'],[505047],0.651,0.164,0.362,108.689,-14.785,0,5,0.709,0.00989,0.117,0.0558,0,355547,29,1957,1957,Imagination,Jazz
['Art Pepper'],[505047],0.673,0.29,0.766,80.308,-13.465,0,0,0.917,0.191,0.103,0.0534,0,209600,22,1956,6/15/1956,Thyme Time,Jazz
['Art Pepper'],[505047],0.593,0.403,0.609,158.318,-13.589,0,3,0.175,0.000169,0.111,0.0886,0,259587,28,1957,1957,Birk's Works,Jazz
['Art Pepper'],[505047],0.683,0.419,0.544,82.228,-11.7,1,1,0.25,0.000127,0.322,0.0456,0,220520,27,1957,1957,Red Pepper *****,Jazz
['Art Pepper'],[505047],0.474,0.428,0.712,185.174,-12.011,0,10,0.33,0.000601,0.169,0.0731,0,290160,27,1957,1957,Jazz Me *****,Jazz
['Art Pepper'],[505047],0.485,0.32,0.798,160.686,-20.575,1,1,0.15,3.42e-05,0.166,0.0841,0,238840,24,1957,1/1/1957,Straight LIfe,Jazz
['Art Pepper'],[505047],0.565,0.614,0.699,109.471,-9.773,0,10,0.247,0.000523,0.0858,0.081,0,244347,27,1957,1957,Straight Life,Jazz
['Art Pepper'],[505047],0.592,0.533,0.797,123.321,-10.052,1,8,0.565,0.00163,0.0889,0.0732,0,205507,28,1959,1/1/1959,Move,Jazz
['Art Pepper'],[505047],0.593,0.244,0.726,200.821,-13.155,0,5,0.844,0.0338,0.135,0.136,0,146493,21,1956,6/15/1956,***** Gold,Jazz
['Art Pepper'],[505047],0.677,0.352,0.824,136.32,-11.781,0,7,0.633,0.0,0.172,0.0698,0,174400,21,1956,6/15/1956,Surf Ride,Jazz
['Art Pepper'],[505047],0.721,0.342,0.873,112.656,-13.057,1,3,0.958,0.88,0.154,0.0548,0,190507,21,1956,6/15/1956,Cinnamon,Jazz
['Art Pepper'],[505047],0.511,0.185,0.616,176.947,-23.047,1,5,0.255,1.13e-05,0.0513,0.112,0,324000,25,1957,1/1/1957,You'd Be So Nice To Come Home To,Jazz
['Art Pepper'],[505047],0.658,0.505,0.742,106.148,-9.396,0,0,0.758,0.00202,0.063,0.0541,0,203067,27,1959,1/1/1959,Groovin' High,Jazz
['Art Pepper'],[505047],0.601,0.51,0.836,98.991,-10.058,1,5,0.735,0.29,0.0878,0.0648,0,192493,25,1959,1/1/1959,Opus De Funk,Jazz
['Art Pepper'],[505047],0.489,0.138,0.194,112.201,-13.313,1,11,0.976,0.49,0.113,0.0389,0,212733,25,1959,1/1/1959,'Round ********,Jazz
['Art Pepper'],[505047],0.686,0.564,0.78,125.875,-10.573,0,0,0.585,0.0396,0.178,0.116,0,200693,24,1959,1/1/1959,Donna Lee - Original Take,Jazz
['Art Pepper'],[505047],0.643,0.404,0.639,83.59,-14.498,0,5,0.366,0.0407,0.324,0.0523,0,466573,23,1957,1957,Tin Tin Deo,Jazz
['Art Pepper'],[505047],0.654,0.0494,0.325,126.24,-17.504,1,10,0.973,0.519,0.0842,0.0753,0,218000,40,1988,1/1/1988,Patricia,Jazz
['Art Pepper'],[505047],0.498,0.336,0.634,167.354,-13.763,1,5,0.26,0.139,0.114,0.0761,0,178920,20,1957,1957,Waltz Me *****,Jazz
['Art Pepper'],[505047],0.601,0.403,0.652,90.587,-15.355,1,1,0.537,4.24e-05,0.117,0.044,0,315133,19,1957,1957,Star Eyes,Jazz
['Art Pepper'],[505047],0.641,0.528,0.751,113.438,-9.825,0,2,0.732,0.0126,0.119,0.0425,0,165307,19,1959,1/1/1959,Bernie's Tune,Jazz
['Art Pepper'],[505047],0.685,0.387,0.735,101.273,-11.469,0,0,0.831,0.0657,0.242,0.0547,0,198693,19,1959,1/1/1959,Anthropology,Jazz
['Art Pepper'],[505047],0.627,0.371,0.68,125.441,-14.741,0,5,0.51,0.00159,0.346,0.0632,0,391813,18,1957,1957,The Man I Love,Jazz
['Art Pepper'],[505047],0.568,0.39,0.576,162.548,-9.78,0,0,0.778,0.0131,0.0764,0.0823,0,210533,18,1959,1/1/1959,Walkin' Shoes,Jazz
['Artie Shaw'],[511029],0.37,0.208,0.104,85.116,-14.487,1,5,0.933,0.769,0.26,0.037,0,214667,33,1987,9/1/1987,********,Jazz
['Artie Shaw'],[511029],0.487,0.178,0.681,150.671,-16.131,1,10,0.924,0.492,0.103,0.0606,0,186507,37,1987,9/1/1987,Frenesi,Jazz
['Artie Shaw'],[511029],0.46,0.168,0.135,133.765,-13.831,0,9,0.641,0.885,0.114,0.0322,0,169960,33,1987,9/1/1987,*********,Jazz
['Artie Shaw'],[511029],0.58,0.237,0.438,161.662,-11.568,0,7,0.993,0.398,0.246,0.0589,0,175973,24,1932,1932,There's Frost On The Moon,Jazz
['Artie Shaw'],[511029],0.5,0.237,0.816,149.213,-12.255,0,9,0.952,0.0933,0.308,0.0421,0,182413,32,1938,1938,Frenesi,Jazz
['Artie Shaw'],[511029],0.468,0.195,0.0789,67.586,-10.477,0,9,0.866,0.509,0.109,0.0295,0,168160,29,1938,1938,*********,Jazz
['Artie Shaw'],[511029],0.416,0.293,0.512,84.864,-8.912,1,5,0.972,0.668,0.221,0.0292,0,209987,13,1938,1938,Star Dust,Jazz
['Artie Shaw'],[511029],0.688,0.216,0.55,140.332,-10.115,1,2,0.966,0.834,0.41,0.04,0,192720,8,1938,1938,"Begin the Beguine (From the Musical Comedy ""Jubilee"")",Jazz
['Artie Shaw'],[511029],0.504,0.223,0.416,108.947,-11.284,0,2,0.876,0.0167,0.217,0.036,0,191960,8,1938,1938,The Man I Love,Jazz
['Artie Shaw'],[511029],0.472,0.731,0.557,132.747,-8.679,0,0,0.684,0.569,0.553,0.113,0,134893,8,1938,1938,Traffic Jam,Jazz
['Artie Shaw'],[511029],0.799,0.13,0.503,132.477,-11.248,1,5,0.977,0.00827,0.0509,0.0433,0,165467,7,1938,1938,********* Angel,Jazz
['Artie Shaw'],[511029],0.478,0.203,0.681,112.964,-16.632,1,10,0.964,0.659,0.399,0.0482,0,201067,2,1937,1937,I'm Confessin',Jazz
['Artie Shaw'],[511029],0.311,0.169,0.188,106.766,-11.937,1,5,0.921,0.348,0.141,0.0311,0,182027,11,1939,1939,Dancing In The Dark,Jazz
['Artie Shaw'],[511029],0.495,0.238,0.83,149.588,-12.187,0,9,0.95,0.0592,0.265,0.0447,0,182173,1,1937,1937,Frenesi,Jazz
['Artie Shaw'],[511029],0.484,0.148,0.428,104.645,-16.556,0,7,0.976,0.855,0.122,0.0281,0,208653,2,1939,1939,Moonglow,Jazz
['Artie Shaw'],[511029],0.629,0.155,0.368,140.933,-15.917,1,7,0.912,0.382,0.454,0.0514,0,196160,50,1987,9/1/1987,Begin the Beguine,Jazz
['Artie Shaw'],[511029],0.697,0.185,0.592,140.136,-12.07,1,2,0.957,0.537,0.31,0.0414,0,192360,0,1937,1937,"Begin the Beguine (From the Musical Comedy ""Jubilee"")",Jazz
['Artie Shaw'],[511029],0.532,0.112,0.391,105.729,-18.836,1,10,0.913,0.439,0.284,0.0279,0,213333,48,1987,9/1/1987,Moonglow,Jazz
['Artie Shaw'],[511029],0.568,0.125,0.398,162.888,-17.634,0,7,0.994,0.624,0.281,0.0811,0,175067,2,1936,1936,There's Frost On The Moon,Jazz
['Azymuth'],[55939],0.673,0.705,0.759,104.634,-13.839,1,5,0.0203,0.00137,0.112,0.0466,0,274600,33,1990,1/1/1990,Dear Limmertz,Jazz
['Azymuth'],[55939],0.715,0.366,0.726,94.1,-16.666,1,5,0.293,0.676,0.0655,0.0442,0,250600,29,1979,1979,Partido Alto,Jazz
['Azymuth'],[55939],0.55,0.861,0.775,133.944,-13.183,0,2,0.0258,0.793,0.0852,0.0414,0,573693,35,1979,1979,Jazz Carnival,Jazz
['Azymuth'],[55939],0.612,0.279,0.734,86.314,-20.354,0,0,0.314,0.901,0.101,0.0544,0,645800,26,1982,1/1/1982,Last Summer In Rio,Jazz
['Azymuth'],[55939],0.505,0.577,0.817,74.676,-9.748,1,7,0.366,0.436,0.0933,0.0342,0,220547,42,1977,1977,Vôo sobre o horizonte,Jazz
['Barney Kessel'],[784527],0.534,0.205,0.415,70.221,-14.814,1,6,0.671,0.0102,0.193,0.0717,0,188684,2,1954,1/1/1954,St James Infirmary,Jazz
['Barney Kessel'],[784527],0.613,0.277,0.616,81.214,-18.312,0,2,0.616,0.0,0.0854,0.038,0,297293,12,1957,1957,Just In Time,Jazz
['Barney Kessel'],[784527],0.479,0.281,0.689,172.387,-19.926,0,5,0.471,0.0,0.114,0.0426,0,678360,9,1957,1957,Let's Cook! - ************,Jazz
['Barney Kessel'],[784527],0.671,0.581,0.822,154.587,-10.8,1,4,0.728,0.772,0.0887,0.0454,0,180673,0,1954,1/1/1954,Ballin' the ****,Jazz
['Barney Kessel'],[784527],0.491,0.0721,0.191,102.728,-25.716,0,0,0.908,0.56,0.128,0.0357,0,258933,8,1957,1957,Time Remembered - ************,Jazz
['Barney Kessel'],[784527],0.54,0.127,0.331,120.787,-20.177,1,5,0.976,0.955,0.0913,0.067,0,162160,9,1961,1961,Breakfast at Tiffany's,Jazz
['Barney Kessel'],[784527],0.564,0.736,0.895,99.581,-10.826,0,6,0.765,0.000235,0.45,0.0708,0,192267,0,1954,1/1/1954,Creole Song,Jazz
['Barney Kessel'],[784527],0.653,0.0671,0.355,62.039,-24.896,1,7,0.417,0.356,0.108,0.0669,0,389733,25,1957,1/1/1957,Satin Doll,Jazz
